Object,Object Type ID,Property label,Internal name,Type,Field type,Read only,Unique lookup property,Categories,Options,Pipeline stages
Contact,0-1,Unsubscribed from all email,hs_email_optout,bool,,True,False,consent_and_suppression;explicit_a2_candidate;identity_and_contact,True [true]; False [false],
Contact,0-1,Updated by user ID,hs_updated_by_user_id,number,,True,False,external_ids_and_associations,Mohammad reza Asadi [36771337]; Lucija Batarelo [77926659]; Sharon Colvin [35787418]; Julie Durushia [35787459]; Tahmineh Goljan [34737828]; Hannah Goshorn [35051820]; Mustad HubSpot [35006795]; Kris Kibbey [35051818]; Fred Lang [35223608]; Rob Logsdon [35051851]; Hayley Moore [77926690]; Sample Request Mustad USA [36398228]; Rachel Otten [33209911]; allison Phleger [35051819]; shahin qoli [95099317]; Tim Shannon [35051817]; Lindsay Stafford [92300650]; Cetrix Support [50462861]; Todd Walker [35051821]; Faezeh Yazdani [91453469]; DAVID YORK [35051822],
Contact,0-1,Verified Contributor,equinet_verified_contributor,bool,,False,False,quality_and_enrichment,Yes [true]; No [false],
Contact,0-1,Website URL,website,string,,False,False,explicit_a2_candidate;identity_and_contact,,
Contact,0-1,WhatsApp Opt-in,whatsapp_opt_in,bool,,False,False,consent_and_suppression;explicit_a2_candidate,Yes [true]; No [false],
Contact,0-1,WhatsApp Phone Number,hs_whatsapp_phone_number,string,,False,False,identity_and_contact,,
Contact,0-1,Where do you buy farrier supplies and products,where_do_you_buy_farrier_supplies_and_products,string,,False,False,equine_and_professional,,
Contact,0-1,Where do you buy farrier supplies and products?,where_do_you_buy_farrier_supplies_and_products_dropdown,enumeration,,False,False,equine_and_professional,"ALVIN FARRIER SUPPLIES [alvin_farrier_supplies]; AMSTERDAM FARRIER SUPPLY, LLC [amsterdam_farrier_supply_llc]; ANVIL BRAND SHOE CO. [anvil_brand_shoe_co]; ARIZONA FEEDS COUNTRY STORE N [arizona_feeds_country_store_n]; B BAR B LEATHER [b_bar_b_leather]; BEDFORD TACK [bedford_tack]; BLUE RIBBON FARRIER SUPPLIES [blue_ribbon_farrier_supplies]; BOUTIQUE DU HARNAIS [boutique_du_harnais]; BREEDERS FARRIERS SUPPLY - EAST [breeders_farriers_supply_east]; BROWN'S TRUE VALUE [browns_true_value]; BRYAN HORSESHOEING SUPPLY [bryan_horseshoeing_supply]; BYLER'S BUGGY SHOP [bylers_buggy_shop]; C & M HORSESHOE SALES [c_and_m_horseshoe_sales]; C & O DISTRIBUTORS, INC. [c_and_o_distributors_inc]; CALIFORNIA FARRIER SUPPLIES - CANOGA [california_farrier_supplies_canoga]; CALIFORNIA FARRIER SUPPLIES - SIERRA FS [california_farrier_supplies_sierra_fs]; CANADIAN FORGE & FARRIER [canadian_forge_and_farrier]; CAVALLO HORSE & RIDER INC. [cavallo_horse_and_rider_inc]; CEDAR LANE SHOP [cedar_lane_shop]; CENTAUR FORGE, LLC [centaur_forge_llc]; CHITWOOD FEED & SUPPLY [chitwood_feed_and_supply]; COOPER'S COUNTRY STORE [coopers_country_store]; CROSSROADS FARRIER SUPPLY [crossroads_farrier_supply]; D & L FARM AND HOME, INC. [d_and_l_farm_and_home_inc]; DAVISON FEED SUPPLY [davison_feed_supply]; DIAMOND K COMPANY [diamond_k_company]; DOUBLE BAR ONE, INC. [double_bar_one_inc]; DS HORSESHOE SUPPLY [ds_horseshoe_supply]; EAST COAST HORSESHOE SUPPLY CO [east_coast_horseshoe_supply_co]; EMERSON HORSESHOE SUPPLY [emerson_horseshoe_supply]; EMPIRE FARRIER SUPPLY [empire_farrier_supply]; EQUINE DIGIT SUPPORT SYSTEM [equine_digit_support_system]; EVANS FEED & LIVESTOCK -MADERA [evans_feed_and_livestock_madera]; FARMERS FEED, LLC [farmers_feed_llc]; FARRIER HUB, LLC [farrier_hub_llc]; FARRIER SUPPLIES [farrier_supplies]; FARRIERS DEPOT [farriers_depot]; FARRIERS EXPRESS, LLC [farriers_express_llc]; FARRIERS WAREHOUSE [farriers_warehouse]; FINGER LAKES FARRIER SUPPLY [finger_lakes_farrier_supply]; GEISLER FARM SUPPLY [geisler_farm_supply]; GEORGIA FARRIER SUPPLY [georgia_farrier_supply]; GRABER STEEL & FAB LLC [graber_steel_and_fab_llc]; GRAND PRAIRIE FEED SERVICE [grand_prairie_feed_service]; GREENE COUNTY HORSESHOE, INC. [greene_county_horseshoe_inc]; GREEN'S FEED INC. [greens_feed_inc]; GROGAN'S FARM & RANCH [grogans_farm_and_ranch]; GUNTERSVILLE FEED STORE [guntersville_feed_store]; HARRY PATTON - MONROVIA, INC. [harry_patton_monrovia_inc]; HAWES RANCH & FARM-RED BLUFF [hawes_ranch_and_farm_red_bluff]; HAWES RANCH AND FARM-ANDERSON [hawes_ranch_and_farm_anderson]; HAY PLUS FARMS [hay_plus_farms]; HIGH COUNTRY HORSESHOES [high_country_horseshoes]; HIGH PLAINS CATTLE SUPPLY, LLC [high_plains_cattle_supply_llc]; HOOF & NAIL FARRIER SUPPLY [hoof_and_nail_farrier_supply]; HOOVERS BUGGY SHOP [hoovers_buggy_shop]; HORSESHOE MART [horseshoe_mart]; HORSESHOES PLUS [horseshoes_plus]; HUNGRY CRITTERS FEED # 572-000 [hungry_critters_feed_572_000]; INDEPENDENT DEALER SUPPLY [independent_dealer_supply]; IOWA HORSESHOEING SUPPLY [iowa_horseshoeing_supply]; IRONCRAFT HORSESHOES INC. [ironcraft_horseshoes_inc]; IRVINE TACK & TRAILERS [irvine_tack_and_trailers]; J & R TACK & FEED [j_and_r_tack_and_feed]; JACKSON FARRIER SUPPLIES, INC. [jackson_farrier_supplies_inc]; JACKSON TRADING CO. [jackson_trading_co]; JM4 RANCH HARNESS & TACK [jm4_ranch_harness_and_tack]; JUPE MILLS [jupe_mills]; KAMAS VALLEY FEED [kamas_valley_feed]; KEN DAVIS & SONS, INC. [ken_davis_and_sons_inc]; KURTZ HORSESHOEING SUPPLY [kurtz_horseshoeing_supply]; LAKELAND FEED & SUPPLY [lakeland_feed_and_supply]; LAKEVIEW ANIMAL HOSPITAL [lakeview_animal_hospital]; LANDMARK MERCANTILE [landmark_mercantile]; LONE STAR TACK [lone_star_tack]; LONGHORN SADDLERY [longhorn_saddlery]; LONGRIDER SUPPLY CO. [longrider_supply_co]; M & J HORSESHOE SUPPLY [m_and_j_horseshoe_supply]; MARECHALERIE BROMONT [marechalerie_bromont]; MARSHALLTON BLACKSMITH [marshallton_blacksmith]; MARTIN'S FARRIER SUPPLIES [martins_farrier_supplies]; MASTER FARRIER SUPPLIES [master_farrier_supplies]; McKINNEYS WESTERN STORE [mckinneys_western_store]; MEADER SUPPLY, INC. [meader_supply_inc]; MID ATLANTIC FARRIER SUPPLY [mid_atlantic_farrier_supply]; MONETTA FARRIER SPECIALTIES [monetta_farrier_specialties]; MONIGHETTI'S ONE STOP LVESTOCK [monighettis_one_stop_lvestock]; MONTAGUE BLACKSMITH SUPPLY [montague_blacksmith_supply]; MONTANA FARRIER SUPPLY LLC [montana_farrier_supply_llc]; MS AGRI PRODUCTS [ms_agri_products]; MULTI PRODUCTS CO. [multi_products_co]; N. C. TOOL CO. [n_c_tool_co]; NATURE FARMS, [nature_farms]; NEVADA RANCH TACK & FEED [nevada_ranch_tack_and_feed]; NEW FARM FARRIER SUPPLY [new_farm_farrier_supply]; NORDIC FORGE [nordic_forge]; NORTHEAST FARRIER SUPPLY, INC. [northeast_farrier_supply_inc]; NORTHWEST HORSESHOE SUPPLY [northwest_horseshoe_supply]; OAKDALE FEED AND SEED [oakdale_feed_and_seed]; OLEO ACRES NORTH [oleo_acres_north]; OLYMPIA FARRIER SUPPLY [olympia_farrier_supply]; OVERLAND FARRIER SUPPLY [overland_farrier_supply]; PALM BEACH FARRIER SUPPLY [palm_beach_farrier_supply]; PAUL'S VET SUPPLY - ROSWELL [pauls_vet_supply_roswell]; PAUL'S VET SUPPLY-ALBUQUEQUE [pauls_vet_supply_albuquerque]; PIERCE FARRIER SUPPLY [pierce_farrier_supply]; PLANK'S HARNESS SHOP [planks_harness_shop]; PROFESSIONAL FARRIER SUPPLY [professional_farrier_supply]; R & S HARNESS SHOP [r_and_s_harness_shop]; R. T. DUGGAN COMPANY [r_t_duggan_company]; RABER BLACKSMITH & SUPPLY SHOP [raber_blacksmith_and_supply_shop]; RAFTER ELEVEN EQUINE SUPPLIES [rafter_eleven_equine_supplies]; RAFTER H WEST LLC [rafter_h_west_llc]; RAFTER V FARRIER SUPPLY [rafter_v_farrier_supply]; RANCH & TRAIL SUPPLY [ranch_and_trail_supply]; ROCK N THE ANVIL [rock_n_the_anvil]; ROCKING B FORGE WORKS, LLC [rocking_b_forge_works_llc]; ROSEDALE FARRIER SUPPLY, INC [rosedale_farrier_supply_inc]; SADDLEWOOD LLC [saddlewood_llc]; SCHWARTZ FARRIER SUPPLY [schwartz_farrier_supply]; SCOTTSDALE STOCKHOFF'S LLC - SCOTTSDALE [scottsdale_stockhoffs_llc_scottsdale]; SCRUGGS FARM, LAWN & GARDEN [scruggs_farm_lawn_and_garden]; SHERIDAN SEED CO., INC. [sheridan_seed_co_inc]; SILVER SHOE SUPPLY [silver_shoe_supply]; SMITH & EDWARDS CO. [smith_and_edwards_co]; SOUTH FLORIDA FARRIER SUPPLY [south_florida_farrier_supply]; SPANISH LAKE BLACKSMITH [spanish_lake_blacksmith]; STOCKHOFF'S HORSESHOES-NJ [stockhoffs_horseshoes_nj]; STOCKHOFF'S, LLC - LAGRANGE [stockhoffs_llc_lagrange]; STOCKMAN FEEDS [stockman_feeds]; STUTZMAN FARRIERS SUPPLY [stutzman_farriers_supply]; STUTZMAN'S BUGGY SHOP [stutzmans_buggy_shop]; SUE'S FARRIER SUPPLY [sues_farrier_supply]; SUNRISE FARRIER SUPPLY [sunrise_farrier_supply]; T & R FEED & ROPE CENTER [t_and_r_feed_and_rope_center]; T.T. DISTRIBUTORS, INC. [tt_distributors_inc]; TENNESSEE FARRIER SUPPLY [tennessee_farrier_supply]; TEXAS FARRIER SUPPLY [texas_farrier_supply]; THE HORSE BARN [the_horse_barn]; THE HORSESHOE BARN [the_horseshoe_barn]; THE SADDLE SHED [the_saddle_shed]; THE SHOEIN' SHOP [the_shoein_shop]; TONITA FARRIER SUPPLIES LTD [tonita_farrier_supplies_ltd]; TOTAL EQUINE SUPPLIES LTD [total_equine_supplies_ltd]; TRI-STATE VET & PET SUPPLY [tri_state_vet_and_pet_supply]; U.P.C.O. [upco]; VALLEY FARRIER SUPPLY [valley_farrier_supply]; VISBY PRODUCTS [visby_products]; WELL SHOD [well_shod]; WESTERN MERCANTILE - LAS CRUCES [western_mercantile_las_cruces]; WESTERN MERCANTILE - TIJERAS [western_mercantile_tijeras]; WESTERN RAWHIDE CO. [western_rawhide_co]; WESTERN SADDLERY INC. [western_saddlery_inc]; YODER BLACKSMITH SUPPLY [yoder_blacksmith_supply]",
Contact,0-1,Won/Lost Reason,farrier_won_lost_reason,enumeration,,False,False,equine_and_professional,Price [Price]; Quality [Quality]; Features [Features]; Brand [Brand]; No Response [No Response]; Other [Other],
Contact,0-1,Work email,work_email,string,,False,False,explicit_a2_candidate;identity_and_contact,,
Contact,0-1,Years of Experience,years_experience,number,,False,False,equine_and_professional;explicit_a2_candidate,,
Deal,0-3,Associated companies,associations.company,enumeration,,True,,external_ids_and_associations,,
Deal,0-3,Associated contacts,associations.contact,enumeration,,True,,external_ids_and_associations,,
Deal,0-3,Average Deal Owner Duration In Current Stage,hs_average_deal_owner_duration_in_current_stage,number,,True,False,ownership_and_routing,,
Deal,0-3,Brands,hs_all_assigned_business_unit_ids,enumeration,,False,False,explicit_a2_candidate;ownership_and_routing,EQUINET App [0]; Mustad USA [18640656],
Deal,0-3,Created by user ID,hs_created_by_user_id,number,,True,False,external_ids_and_associations,Mohammad reza Asadi [36771337]; Lucija Batarelo [77926659]; Sharon Colvin [35787418]; Julie Durushia [35787459]; Tahmineh Goljan [34737828]; Hannah Goshorn [35051820]; Mustad HubSpot [35006795]; Kris Kibbey [35051818]; Fred Lang [35223608]; Rob Logsdon [35051851]; Hayley Moore [77926690]; Sample Request Mustad USA [36398228]; Rachel Otten [33209911]; allison Phleger [35051819]; shahin qoli [95099317]; Tim Shannon [35051817]; Lindsay Stafford [92300650]; Cetrix Support [50462861]; Todd Walker [35051821]; Faezeh Yazdani [91453469]; DAVID YORK [35051822],
Deal,0-3,Date entered current stage,hs_v2_date_entered_current_stage,datetime,,True,False,activity_and_freshness,,
Deal,0-3,Deal Collaborator,hs_all_collaborator_owner_ids,enumeration,,False,False,ownership_and_routing,Rachel Otten [33209911]; Tahmineh Goljan [34737828]; Mustad HubSpot [35006795]; Tim Shannon [35051817]; Kris Kibbey [35051818]; allison Phleger [35051819]; Hannah Goshorn [35051820]; Todd Walker [35051821]; DAVID YORK [35051822]; Rob Logsdon [35051851]; Fred Lang [35223608]; Sharon Colvin [35787418]; Julie Durushia [35787459]; Sample Request Mustad USA [36398228]; Mohammad reza Asadi [36771337]; Cetrix Support [50462861]; Lucija Batarelo [77926659]; Hayley Moore [77926690]; Faezeh Yazdani [91453469]; Lindsay Stafford [92300650]; shahin qoli [95099317],
Deal,0-3,Deal Name,dealname,string,,False,False,identity_and_contact,,
Deal,0-3,Deal owner,hubspot_owner_id,enumeration,,False,False,explicit_a2_candidate;ownership_and_routing,Rachel Otten [33209911]; Tahmineh Goljan [34737828]; Mustad HubSpot [35006795]; Tim Shannon [35051817]; Kris Kibbey [35051818]; allison Phleger [35051819]; Hannah Goshorn [35051820]; Todd Walker [35051821]; DAVID YORK [35051822]; Rob Logsdon [35051851]; Fred Lang [35223608]; Sharon Colvin [35787418]; Julie Durushia [35787459]; Sample Request Mustad USA [36398228]; Mohammad reza Asadi [36771337]; Cetrix Support [50462861]; Lucija Batarelo [77926659]; Hayley Moore [77926690]; Faezeh Yazdani [91453469]; Lindsay Stafford [92300650]; shahin qoli [95099317],
Deal,0-3,Deal Score,hs_deal_score,number,,True,False,qualification_and_score,,
Deal,0-3,HubSpot Team,hubspot_team_id,enumeration,,True,False,explicit_a2_candidate;ownership_and_routing,EQUINET Team [157764626]; Mustad USA Sales Team [184279571],
Deal,0-3,Last Activity Date,notes_last_updated,datetime,,True,False,activity_and_freshness,,
Deal,0-3,Last Contacted,notes_last_contacted,datetime,,True,False,activity_and_freshness,,
Deal,0-3,Last email with follow-ups,hs_last_email_with_followups_object_coordinates,string,,True,False,identity_and_contact,,
Deal,0-3,Last Modified Date,hs_lastmodifieddate,datetime,,True,False,activity_and_freshness,,
Deal,0-3,Merged Deal IDs,hs_merged_object_ids,enumeration,,True,False,explicit_a2_candidate;external_ids_and_associations,,
Deal,0-3,Next Meeting Name,hs_next_meeting_name,string,,True,False,identity_and_contact,,
Deal,0-3,Number of Associated Contacts,num_associated_contacts,number,,True,False,explicit_a2_candidate;external_ids_and_associations,,
Deal,0-3,Number of Associated Line Items,hs_num_of_associated_line_items,number,,True,False,external_ids_and_associations,,
Deal,0-3,Owner assigned date,hubspot_owner_assigneddate,datetime,,True,False,ownership_and_routing,,
Deal,0-3,Priority,hs_priority,enumeration,,False,False,qualification_and_score,Low [low]; Medium [medium]; High [high],
Deal,0-3,Promo Participation,farrier_promo_participation,string,,False,False,equine_and_professional,,
Deal,0-3,Promo Participation Cost to Mustad,farrier_promo_participation_cost,string,,False,False,equine_and_professional,,
Deal,0-3,Record ID,hs_object_id,number,,True,False,explicit_a2_candidate;external_ids_and_associations,,
Deal,0-3,Samples Sent (Count),farrier_samples_sent,number,,False,False,equine_and_professional,,
Deal,0-3,Shared teams,hs_shared_team_ids,enumeration,,False,False,ownership_and_routing,EQUINET Team [157764626]; Mustad USA Sales Team [184279571],
Deal,0-3,Shared users,hs_shared_user_ids,enumeration,,False,False,ownership_and_routing,Mohammad reza Asadi [36771337]; Lucija Batarelo [77926659]; Sharon Colvin [35787418]; Julie Durushia [35787459]; Tahmineh Goljan [34737828]; Hannah Goshorn [35051820]; Mustad HubSpot [35006795]; Kris Kibbey [35051818]; Fred Lang [35223608]; Rob Logsdon [35051851]; Hayley Moore [77926690]; Sample Request Mustad USA [36398228]; Rachel Otten [33209911]; allison Phleger [35051819]; shahin qoli [95099317]; Tim Shannon [35051817]; Lindsay Stafford [92300650]; Cetrix Support [50462861]; Todd Walker [35051821]; Faezeh Yazdani [91453469]; DAVID YORK [35051822],
Deal,0-3,Updated by user ID,hs_updated_by_user_id,number,,True,False,external_ids_and_associations,Mohammad reza Asadi [36771337]; Lucija Batarelo [77926659]; Sharon Colvin [35787418]; Julie Durushia [35787459]; Tahmineh Goljan [34737828]; Hannah Goshorn [35051820]; Mustad HubSpot [35006795]; Kris Kibbey [35051818]; Fred Lang [35223608]; Rob Logsdon [35051851]; Hayley Moore [77926690]; Sample Request Mustad USA [36398228]; Rachel Otten [33209911]; allison Phleger [35051819]; shahin qoli [95099317]; Tim Shannon [35051817]; Lindsay Stafford [92300650]; Cetrix Support [50462861]; Todd Walker [35051821]; Faezeh Yazdani [91453469]; DAVID YORK [35051822],
Deal,0-3,Won / Lost Reason,farrier_won_lost_reason,enumeration,,False,False,equine_and_professional,Price [Price]; Quality [Quality]; Feature [Feature]; Brand [Brand]; No Response [No Response]; Other [Other],
Sample Requests,2-204687032,Brands,hs_all_assigned_business_unit_ids,enumeration,,False,False,explicit_a2_candidate;ownership_and_routing,EQUINET App [0]; Mustad USA [18640656],
Sample Requests,2-204687032,Created by user ID,hs_created_by_user_id,number,,True,False,external_ids_and_associations,Mohammad reza Asadi [36771337]; Lucija Batarelo [77926659]; Sharon Colvin [35787418]; Julie Durushia [35787459]; Tahmineh Goljan [34737828]; Hannah Goshorn [35051820]; Mustad HubSpot [35006795]; Kris Kibbey [35051818]; Fred Lang [35223608]; Rob Logsdon [35051851]; Hayley Moore [77926690]; Sample Request Mustad USA [36398228]; Rachel Otten [33209911]; allison Phleger [35051819]; shahin qoli [95099317]; Tim Shannon [35051817]; Lindsay Stafford [92300650]; Cetrix Support [50462861]; Todd Walker [35051821]; Faezeh Yazdani [91453469]; DAVID YORK [35051822],
Sample Requests,2-204687032,Date entered current stage,hs_v2_date_entered_current_stage,datetime,,True,False,activity_and_freshness,,
Sample Requests,2-204687032,Merged record IDs,hs_merged_object_ids,enumeration,,True,False,explicit_a2_candidate;external_ids_and_associations,,
Sample Requests,2-204687032,Object last modified date/time,hs_lastmodifieddate,datetime,,True,False,activity_and_freshness,,
Sample Requests,2-204687032,Owner,hubspot_owner_id,enumeration,,False,False,explicit_a2_candidate;ownership_and_routing,Rachel Otten [33209911]; Tahmineh Goljan [34737828]; Mustad HubSpot [35006795]; Tim Shannon [35051817]; Kris Kibbey [35051818]; allison Phleger [35051819]; Hannah Goshorn [35051820]; Todd Walker [35051821]; DAVID YORK [35051822]; Rob Logsdon [35051851]; Fred Lang [35223608]; Sharon Colvin [35787418]; Julie Durushia [35787459]; Sample Request Mustad USA [36398228]; Mohammad reza Asadi [36771337]; Cetrix Support [50462861]; Lucija Batarelo [77926659]; Hayley Moore [77926690]; Faezeh Yazdani [91453469]; Lindsay Stafford [92300650]; shahin qoli [95099317],
Sample Requests,2-204687032,Owner assigned date,hubspot_owner_assigneddate,datetime,,True,False,ownership_and_routing,,
Sample Requests,2-204687032,Owner's main team,hubspot_team_id,enumeration,,True,False,explicit_a2_candidate;ownership_and_routing,EQUINET Team [157764626]; Mustad USA Sales Team [184279571],
Sample Requests,2-204687032,Product Name,product_name,string,,False,False,identity_and_contact,,
Sample Requests,2-204687032,Record ID,hs_object_id,number,,True,False,explicit_a2_candidate;external_ids_and_associations,,
Sample Requests,2-204687032,Shared teams,hs_shared_team_ids,enumeration,,False,False,ownership_and_routing,EQUINET Team [157764626]; Mustad USA Sales Team [184279571],
Sample Requests,2-204687032,Shared users,hs_shared_user_ids,enumeration,,False,False,ownership_and_routing,Mohammad reza Asadi [36771337]; Lucija Batarelo [77926659]; Sharon Colvin [35787418]; Julie Durushia [35787459]; Tahmineh Goljan [34737828]; Hannah Goshorn [35051820]; Mustad HubSpot [35006795]; Kris Kibbey [35051818]; Fred Lang [35223608]; Rob Logsdon [35051851]; Hayley Moore [77926690]; Sample Request Mustad USA [36398228]; Rachel Otten [33209911]; allison Phleger [35051819]; shahin qoli [95099317]; Tim Shannon [35051817]; Lindsay Stafford [92300650]; Cetrix Support [50462861]; Todd Walker [35051821]; Faezeh Yazdani [91453469]; DAVID YORK [35051822],
Sample Requests,2-204687032,Updated by user ID,hs_updated_by_user_id,number,,True,False,external_ids_and_associations,Mohammad reza Asadi [36771337]; Lucija Batarelo [77926659]; Sharon Colvin [35787418]; Julie Durushia [35787459]; Tahmineh Goljan [34737828]; Hannah Goshorn [35051820]; Mustad HubSpot [35006795]; Kris Kibbey [35051818]; Fred Lang [35223608]; Rob Logsdon [35051851]; Hayley Moore [77926690]; Sample Request Mustad USA [36398228]; Rachel Otten [33209911]; allison Phleger [35051819]; shahin qoli [95099317]; Tim Shannon [35051817]; Lindsay Stafford [92300650]; Cetrix Support [50462861]; Todd Walker [35051821]; Faezeh Yazdani [91453469]; DAVID YORK [35051822],
Ticket,0-5,All associated contact emails,hs_all_associated_contact_emails,string,,True,False,external_ids_and_associations;identity_and_contact,,
Ticket,0-5,Brands,hs_all_assigned_business_unit_ids,enumeration,,False,False,explicit_a2_candidate;ownership_and_routing,EQUINET App [0]; Mustad USA [18640656],
Ticket,0-5,Created by user ID,hs_created_by_user_id,number,,True,False,external_ids_and_associations,Mohammad reza Asadi [36771337]; Lucija Batarelo [77926659]; Sharon Colvin [35787418]; Julie Durushia [35787459]; Tahmineh Goljan [34737828]; Hannah Goshorn [35051820]; Mustad HubSpot [35006795]; Kris Kibbey [35051818]; Fred Lang [35223608]; Rob Logsdon [35051851]; Hayley Moore [77926690]; Sample Request Mustad USA [36398228]; Rachel Otten [33209911]; allison Phleger [35051819]; shahin qoli [95099317]; Tim Shannon [35051817]; Lindsay Stafford [92300650]; Cetrix Support [50462861]; Todd Walker [35051821]; Faezeh Yazdani [91453469]; DAVID YORK [35051822],
Ticket,0-5,First agent email response date,first_agent_reply_date,datetime,,True,False,identity_and_contact,,
Ticket,0-5,HubSpot team,hubspot_team_id,enumeration,,True,False,explicit_a2_candidate;ownership_and_routing,EQUINET Team [157764626]; Mustad USA Sales Team [184279571],
Ticket,0-5,Last activity date,hs_lastactivitydate,datetime,,True,False,activity_and_freshness,,
Ticket,0-5,Last contacted date,hs_lastcontacted,datetime,,True,False,activity_and_freshness,,
Ticket,0-5,Last modified date,hs_lastmodifieddate,datetime,,True,False,activity_and_freshness,,
Ticket,0-5,Merged Ticket IDs,hs_merged_object_ids,enumeration,,True,False,explicit_a2_candidate;external_ids_and_associations,,
Ticket,0-5,Number of Associated Companies,hs_num_associated_companies,number,,True,False,external_ids_and_associations,,
Ticket,0-5,Owner assigned date,hubspot_owner_assigneddate,datetime,,True,False,ownership_and_routing,,
Ticket,0-5,Priority,hs_ticket_priority,enumeration,,False,False,qualification_and_score,Low [LOW]; Medium [MEDIUM]; High [HIGH]; Urgent [URGENT],
Ticket,0-5,Record ID,hs_object_id,number,,True,False,explicit_a2_candidate;external_ids_and_associations,,
Ticket,0-5,Shared teams,hs_shared_team_ids,enumeration,,False,False,ownership_and_routing,EQUINET Team [157764626]; Mustad USA Sales Team [184279571],
Ticket,0-5,Shared users,hs_shared_user_ids,enumeration,,False,False,ownership_and_routing,Mohammad reza Asadi [36771337]; Lucija Batarelo [77926659]; Sharon Colvin [35787418]; Julie Durushia [35787459]; Tahmineh Goljan [34737828]; Hannah Goshorn [35051820]; Mustad HubSpot [35006795]; Kris Kibbey [35051818]; Fred Lang [35223608]; Rob Logsdon [35051851]; Hayley Moore [77926690]; Sample Request Mustad USA [36398228]; Rachel Otten [33209911]; allison Phleger [35051819]; shahin qoli [95099317]; Tim Shannon [35051817]; Lindsay Stafford [92300650]; Cetrix Support [50462861]; Todd Walker [35051821]; Faezeh Yazdani [91453469]; DAVID YORK [35051822],
Ticket,0-5,Ticket name,subject,string,,False,False,identity_and_contact,,
Ticket,0-5,Ticket owner,hubspot_owner_id,enumeration,,False,False,explicit_a2_candidate;ownership_and_routing,Rachel Otten [33209911]; Tahmineh Goljan [34737828]; Mustad HubSpot [35006795]; Tim Shannon [35051817]; Kris Kibbey [35051818]; allison Phleger [35051819]; Hannah Goshorn [35051820]; Todd Walker [35051821]; DAVID YORK [35051822]; Rob Logsdon [35051851]; Fred Lang [35223608]; Sharon Colvin [35787418]; Julie Durushia [35787459]; Sample Request Mustad USA [36398228]; Mohammad reza Asadi [36771337]; Cetrix Support [50462861]; Lucija Batarelo [77926659]; Hayley Moore [77926690]; Faezeh Yazdani [91453469]; Lindsay Stafford [92300650]; shahin qoli [95099317],
Ticket,0-5,Time to first agent email reply,time_to_first_agent_reply,number,,True,False,identity_and_contact,,
Ticket,0-5,Updated by user ID,hs_updated_by_user_id,number,,True,False,external_ids_and_associations,Mohammad reza Asadi [36771337]; Lucija Batarelo [77926659]; Sharon Colvin [35787418]; Julie Durushia [35787459]; Tahmineh Goljan [34737828]; Hannah Goshorn [35051820]; Mustad HubSpot [35006795]; Kris Kibbey [35051818]; Fred Lang [35223608]; Rob Logsdon [35051851]; Hayley Moore [77926690]; Sample Request Mustad USA [36398228]; Rachel Otten [33209911]; allison Phleger [35051819]; shahin qoli [95099317]; Tim Shannon [35051817]; Lindsay Stafford [92300650]; Cetrix Support [50462861]; Todd Walker [35051821]; Faezeh Yazdani [91453469]; DAVID YORK [35051822],
